Brand,Car Model,Price
Mahindra,Scorpio VLX AT Airbag BS-IV,"11,44,200"
Mahindra,Scorpio VLX 4WD Airbag,"11,47,000"
Mahindra,Scorpio VLX 4WD Air bag BS-IV,"11,60,500"
Mahindra,Scorpio Vlx AT 4WD Airbag,"12,27,400"
Mahindra,Scorpio VlX AT 4WD Airbag BS-IV,"12,40,500"
Honda,City 1.5 E MT,"7,49,000"
Honda,City 1.5 S MT,"8,19,600"
Honda,City 1.5 S Elegance,"8,19,966"
Honda,City 1.5 V MT,"8,64,800"
Honda,City 1.5 V Elegance,"8,65,146"
Honda,City 1.5 V MT Exclusive,"9,16,900"
Honda,City 1.5 S Inspire,"9,33,138"
Honda,City 1.5 V AT,"9,37,000"
Honda,City 1.5 V Inspire,"9,78,138"
Honda,City 1.5 V AT Exclusive,"9,89,100"
Tata,Xenon XT EX 4X2,"7,62,327"
Tata,Xenon XT EX 4X4,"8,58,222"
Tata,Winger Platinum 7 Seater,"7,90,000"
Tata,New Safari DICOR 2.2 LX 4x2,"8,08,542"
Tata,New Safari DICOR 2.2 LX 4x2 BS IV,"8,18,543"
Tata,New Safari DICOR 2.2 EX 4x2,"9,30,572"
Tata,New Safari DICOR 2.2 EX 4x2 BS IV,"9,43,073"
Tata,New Safari DICOR 2.2 EX 4x4,"9,69,758"
Tata,New Safari DICOR 2.2 EX 4x4 BS IV,"9,79,758"
Tata,New Safari DICOR 2.2 GX 4x2,"9,91,503"
Tata,New Safari DICOR 2.2 GX 4x2 BS IV,"10,52,673"
Tata,New Safari DICOR 2.2 GX 4x4,"10,84,312"
Tata,New Safari DICOR 2.2 VX 4x2,"10,92,415"
Tata,New Safari DICOR 2.2 GX 4x4 BS IV,"10,94,313"
Tata,New Safari DICOR 2.2 VX 4x2 BS IV,"11,63,605"
Tata,New Safari DICOR 2.2 VX 4x4,"11,84,504"
Tata,New Safari DICOR 2.2 VX 4x4 BS IV,"12,55,696"
Ford,Fiesta Petrol Style,"8,23,500"
Ford,Fiesta Petrol Trend,"8,77,200"
Ford,Fiesta Petrol Titanium,"9,17,200"
Ford,Fiesta Diesel Style,"9,27,200"
Ford,Fiesta Petrol Titanium Plus,"9,42,200"
Ford,Fiesta Diesel Trend,"9,77,200"
Ford,Fiesta Titanium 1.5 TDCi,"9,98,500"
Ford,Fiesta Diesel Titanium Plus,"10,42,200"
Toyota,Innova 2.5 E Diesel MS 8-seater,"8,35,527"
Toyota,Innova 2.5 E Diesel MS 7-seater,"8,39,658"
Toyota,Innova 2.5 EV (Diesel) MS 8 Seater BS IV,"8,60,527"
Toyota,Innova 2.5 EV (Diesel) MS 7 Seater BS IV,"8,64,658"
Toyota,Innova 2.5 E Diesel PS 8-Seater,"8,86,728"
Toyota,Innova 2.5 E Diesel PS 7-Seater,"8,90,858"
Toyota,Innova 2.0 G (Petrol) 8 Seater BS IV,"9,09,406"
Toyota,Innova 2.5 EV (Diesel) PS 8 Seater BS IV,"9,11,728"
Toyota,Innova 2.5 EV (Diesel) PS 7 Seater BS IV,"9,15,858"
Toyota,Innova 2.5 G1 Diesel 8-seater,"9,54,345"
Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,"9,79,345"
Toyota,Innova 2.0 GX (Petrol) 8 Seater BS IV,"10,16,070"
Toyota,Innova 2.5 G4 Diesel 7-seater,"10,51,244"
Toyota,Innova 2.5 G4 Diesel 8-seater,"10,55,374"
Toyota,Innova 2.5 GX (Diesel) 7 Seater BS IV,"10,76,244"
Toyota,Innova 2.5 GX (Diesel) 8 Seater BS IV,"10,80,374"
Toyota,Innova 2.0 VX (Petrol) 8 Seater BS IV,"11,99,436"
Toyota,Innova 2.5 V Diesel 7-seater,"12,32,564"
Toyota,Innova 2.5 V Diesel 8-seater,"12,36,695"
Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV,"12,57,564"
Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV,"12,61,695"
Toyota,Innova Crysta 2.5 VX BS III,"12,87,570"
Toyota,Innova Crysta 2.5 VX BS IV,"13,12,570"
Mitsubishi,Cedia Sports,"9,30,000"
Mitsubishi,Cedia Spirit,"9,80,000"
Mahindra,Scorpio W Vls,"9,84,903"
Mahindra,Scorpio W Vlx,"10,42,750"
Toyota,Corolla Altis 1.8 J,"10,53,300"
Toyota,Corolla Altis Diesel D4DJ,"11,46,500"
Toyota,Corolla Altis G,"12,39,400"
Toyota,Corolla Altis Diesel D4DG,"13,40,600"
Toyota,Corolla Altis GL,"13,85,800"
Toyota,Corolla Altis Diesel D4DGL,"14,55,000"
Toyota,Corolla Altis VL,"14,77,400"
Force,One 4x2,"10,65,000"
Tata,Aria Pure 4x2,"11,61,000"
Tata,Aria Pure 4x2 BSIII,"11,61,000"
Tata,Aria Pleasure 4x2,"12,61,000"
Tata,Aria Pleasure Fabric,"13,25,340"
Tata,Aria Prestige 4x2,"14,26,000"
Tata,Aria Prestige Fabric,"14,47,443"
Tata,Aria Prestige Leather,"14,84,444"
Tata,Aria Pride,"15,84,446"
Chevrolet,Cruze LT,"12,03,618"
Chevrolet,Cruze LTZ,"13,60,336"
Chevrolet,Cruze LTZ AT,"14,44,619"
Honda,Civic 1.8 S MT,"12,21,500"
Honda,Civic 1.8 V MT,"13,21,400"
Honda,Civic 1.8 V MT Sunroof,"13,66,900"
Honda,Civic 1.8 V AT,"13,96,200"
Honda,Civic 1.8 V AT Sunroof,"14,41,600"
Renault,Fluence 1.5,"12,99,000"
Renault,Fluence 2.0,"14,40,000"
Skoda,New Laura 1.8 TSI Ambiente,"13,48,984"
Skoda,New Laura Ambiente 2.0 TDI CR MT,"13,94,130"
Skoda,New Laura Ambiente 2.0 TDI CR AT,"15,05,317"
Skoda,New Laura RS,"15,19,906"
Skoda,New Laura Elegance 2.0 TDI CR MT,"15,43,636"
Skoda,New Laura Elegance 2.0 TDI CR AT,"16,43,086"
Skoda,New Laura LandK 2.0 TDI CR AT,"18,21,408"
Volkswagen,Jetta 2.0L TDI Trendline,"14,12,400"
Volkswagen,Jetta 2.0L TDI Comfortline,"15,39,400"
Volkswagen,Jetta 2.0L TDI Highline,"17,06,400"
Volkswagen,Jetta 2.0L TDI Highline AT,"17,86,400"
Hyundai,Sonata Transform 2.4 VTVT,"14,64,637"
Hyundai,Sonata Transform CRDi M/T,"16,13,458"
Hyundai,Sonata Transform CRDi A/T,"17,15,152"
Fiat,500 Lounge,"14,82,646"
Fiat,500 Sports,"14,82,646"
Skoda,Yeti Ambiente,"15,35,299"
Skoda,Yeti Elegance,"16,72,995"
Hyundai,Tucson CRDi,"16,27,293"
Maruti,Kizashi MT,"16,50,000"
Maruti,Kizashi CVT,"17,50,000"
Maruti,Grand Vitara 2.4 MT,"16,94,382"
Maruti,Grand Vitara 2.4 AT,"18,26,660"
Ford,Endeavour 4x2 XLT,"17,04,880"
Ford,Endeavour 3.0L AT 4x2,"18,27,880"
Ford,Endeavour 4x4 Thunder Plus,"19,70,880"
Chevrolet,Captiva LT,"18,16,921"
Chevrolet,Captiva XTREME,"18,89,915"
Chevrolet,Captiva LTZ VCDi,"19,93,547"
Skoda,Superb 1.8 TFSI MT,"18,28,563"
Skoda,Superb 1.8 TFSI AT,"19,81,137"
Skoda,Superb 2.0 TDI PD,"22,45,628"
Skoda,Superb 3.6 TFSI,"26,38,282"
Volkswagen,Passat 1.8 TSI MT,"19,20,777"
Volkswagen,Passat Diesel Comfortline 2.0 TDI,"23,80,000"
Volkswagen,Passat Diesel Highline 2.0 TDI,"25,65,000"
Honda,New Accord 2.4 M/T,"19,60,500"
Honda,New Accord 2.4 Elegance M/T,"19,83,500"
Honda,New Accord 2.4 A/T,"20,36,500"
Honda,New Accord 2.4 Inspire M/T,"20,43,500"
Honda,New Accord 2.4 Elegance A/T,"20,59,500"
Honda,New Accord 2.4 Inspire A/T,"21,19,500"
Honda,New Accord 3.5 V6,"26,41,500"
Honda,New Accord 3.5 V6 Inspire,"26,96,721"
Toyota,Fortuner 3.0 Diesel,"20,14,800"
Mitsubishi,Outlander 2.4,"20,25,000"
Mitsubishi,Outlander Chrome,"20,25,000"
Mitsubishi,Pajero 2.8 SFX,"21,10,000"
Volkswagen,Beetle 2.0,"21,22,592"
Hyundai,Santa Fe 4X2,"21,46,000"
Hyundai,Santa Fe 4X4,"23,46,500"
Nissan,Teana XL,"21,46,000"
Nissan,Teana XV,"25,91,000"
Toyota,Camry M/T,"21,58,220"
Toyota,Camry M/T with Moonroof,"22,09,340"
Toyota,Camry A/T,"23,22,050"
Toyota,Camry A/T with Moonroof,"23,73,170"
Nissan,X-Trail LE,"22,14,000"
Nissan,X-Trail SLX MT,"24,59,000"
Nissan,X-Trail SLX AT,"26,40,000"
BMW,X1 sDrive 18i,"22,40,000"
BMW,X1 sDrive20d,"24,40,000"
BMW,X1 sDrive 20d Exclusive,"30,40,000"
Honda,CR-V 2.0L 2WD MT,"22,64,038"
Honda,CR-V 2.4L 4WD MT,"24,11,938"
Honda,CR-V 2.4L 4WD AT,"24,88,438"
Renault,Koleos 2.0 Diesel,"22,99,000"
BMW,3 Series 320i,"24,40,000"
BMW,3 Series 320d Corporate Edition,"24,90,000"
BMW,3 Series 320d Highline,"31,90,000"
BMW,3 Series 330i,"34,59,111"
Mercedes-Benz,New C-Class C 200 Kompressor Elegance AT,"25,75,499"
Mercedes-Benz,New C-Class C 220 CDI Elegance AT,"26,53,000"
Mercedes-Benz,New C-Class C 200 CGI Elegance,"28,30,000"
Mercedes-Benz,New C-Class C 200 CGI Avantgarde,"29,52,999"
Mercedes-Benz,New C-Class C 250 CDI Elegance,"32,03,500"
Mercedes-Benz,New C-Class C 250 CDI Avantgarde,"32,81,499"
Mercedes-Benz,New C-Class C 63 AMG,"69,90,000"
Volvo,S60 D5 Kinetic,"27,00,000"
Volvo,S60 D5 Summum,"32,00,000"
Volvo,S60 T6 Summum,"34,00,000"
Toyota,Prius Z3,"27,08,493"
Toyota,Prius Z4,"28,40,491"
Audi,A4 1.8 TFSI,"27,69,000"
Audi,New  A4 2.0 TDI Multitronic,"29,00,000"
Audi,A4 2.0 TFSI,"29,64,000"
Audi,New  A4 3.2 FSI Tiptronic Quattro,"36,00,000"
Audi,A4 3.0 TDI Quattro,"37,72,000"
Land Rover,Freelander 2 S,"33,54,555"
Land Rover,Freelander 2 SE,"34,40,201"
Land Rover,Freelander 2 HSE,"39,06,203"
BMW,5 Series 520 d,"37,60,000"
BMW,5 Series 525d,"42,40,000"
BMW,5 Series 530d,"48,50,000"
BMW,5 Series 535i,"58,00,000"
Audi,A6 2.0 TDI,"37,70,000"
Audi,A6 2.8 FSI,"40,03,000"
Audi,A6 3.0 TDI quattro,"46,95,000"
Audi,A6 3.0 TFSI quattro,"47,00,000"
Volvo,S 80 D5,"38,57,000"
Volvo,S 80 3.2 Petrol,"39,57,000"
Volvo,S 80 V8 AWD,"44,50,000"
Mercedes-Benz,E-Class E 200 CGI,"38,60,000"
Mercedes-Benz,E-Class E250 CDI Classic,"40,61,361"
Mercedes-Benz,E-Class E250 Diesel,"41,97,000"
Mercedes-Benz,E-Class E250 Petrol,"42,88,000"
Mercedes-Benz,E-Class E350 Petrol,"49,30,999"
Mercedes-Benz,E-Class E350 Diesel,"50,44,099"
Mercedes-Benz,E-Class E350 Coupe,"58,60,500"
Mercedes-Benz,E-Class E350 Cabriolet,"65,81,200"
Mercedes-Benz,E-Class E 63 AMG,"99,00,000"
Audi,Q5 2.0 TDI,"38,94,000"
Audi,Q5 2.0 TFSI Quattro,"39,44,000"
Audi,Q5 3.0 TDI Quattro,"45,56,000"
Volvo,XC60 D5,"39,50,000"
Mitsubishi,Montero 3.2 AT,"40,50,000"
Mitsubishi,Montero 3.2 MT,"40,50,000"
BMW,X3 xDrive20d,"41,20,000"
BMW,X3 xDrive30d,"47,90,000"
Volvo,XC90 3.2 AWD,"44,95,000"
Volvo,XC90 D5 AWD,"45,08,000"
Volvo,XC90 R-Design,"46,00,000"
Volvo,XC90 V8 AWD,"49,50,000"
Audi,TT Coupe 3.2 quattro S tronic,"46,00,000"
Mercedes-Benz,SLK-Class SLK 200 Kompressor,"47,57,569"
Mercedes-Benz,SLK-Class SLK 350,"66,64,414"
Jaguar,XF Diesel,"48,37,000"
Jaguar,XF 5.0 Litre V8 Petrol,"59,65,175"
Jaguar,XF R Supercharged 5.0 Litre V8 Petrol,"74,21,090"
Mercedes-Benz,M-Class ML 320 CDI 4Matic,"48,81,522"
Mercedes-Benz,M-Class Grand Sports,"53,50,000"
Mercedes-Benz,M-Class ML 350 4Matic,"53,50,000"
Mitsubishi,Lancer Evolution X 2.0,"49,95,000"
Volkswagen,Touareg V6 3.0 TDI,"51,85,160"
Toyota,Land Cruiser Prado Diesel,"53,28,000"
Nissan,370Z MT,"53,50,000"
Nissan,370Z AT,"54,50,000"
BMW,X5 xDrive 30d,"53,80,000"
BMW,X5 xDrive 50i,"70,50,000"
Audi,Q7 3.0 TDI quattro,"55,35,000"
Audi,Q7 4.2 TDI quattro,"66,56,000"
Land Rover,Discovery 3 TDV6 Diesel Automatic,"59,00,000"
Mercedes-Benz,R-Class R350 4Matic Long,"60,50,000"
Porsche,Cayenne Diesel,"60,69,000"
Porsche,Cayenne S Hybrid,"75,90,000"
Porsche,Cayenne S Tiptronic,"79,23,000"
Porsche,Cayenne Turbo,"1,28,12,000"
BMW,Z4 35i,"62,14,333"
BMW,Gran Turismo 3.0L Diesel,"63,00,000"
Audi,A7 3.0 TDI Quattro,"64,00,000"
Audi,A7 2.8 FSI Quattro,"65,00,000"
Audi,A7 3.0 TDI,"65,00,000"
Audi,A7 3.0 TFSI Quattro,"85,00,000"
Porsche,Boxster S,"66,79,000"
Mercedes-Benz,GL-Class 350 CDI Executive,"67,19,000"
Mercedes-Benz,GL-Class 350 CDI Luxury,"72,37,000"
Mercedes-Benz,GL-Class 500,"80,90,000"
BMW,X6 xDrive30d,"68,70,000"
BMW,X6 xDrive50i,"85,50,000"
BMW,X6 M,"1,30,00,000"
Porsche,Cayman S,"70,43,000"
Audi,A8 L 3.0 TDI quattro,"72,45,000"
Audi,A8 L 4.2 FSI quattro,"82,33,000"
Audi,A8 L 4.2 FSI,"87,32,000"
Audi,A8 4.2 FSI quattro,"89,00,000"
Audi,A8 L 6.0 W12 quattro,"1,26,00,000"
Audi,A8 L 6.3 W12 Quattro,"1,26,56,000"
Audi,RS5 Coupe,"76,00,000"
Volkswagen,Phaeton 3.6,"76,29,128"
BMW,M Series M3 Coupe,"77,40,000"
BMW,M Series M5 Sedan,"99,90,000"
BMW,M Series M6 Coupe,"1,21,40,000"
BMW,M Series M6 Convertible,"1,28,10,000"
BMW,6 Series 650i Coupe,"79,90,000"
BMW,6 Series 650i Convertible,"95,00,000"
BMW,7 Series 730Ld,"83,40,000"
BMW,7 Series 740Li,"86,40,000"
BMW,7 Series 750Li,"98,60,000"
BMW,7 Series 760Li,"1,31,50,000"
Mercedes-Benz,S-Class S 350 L,"85,57,999"
Mercedes-Benz,S-Class S 350 CDI,"85,60,499"
Mercedes-Benz,S-Class S 500 L,"99,37,000"
Toyota,Land Cruiser VX Standard,"86,02,000"
Toyota,Land Cruiser VX Premium,"87,58,000"
Jaguar,XKR 5.0L V8 Petrol Supercharged Coupe,"88,00,000"
Jaguar,XKR 5.0L V8 Petrol Supercharged Convertible,"93,00,000"
Jaguar,XJ 5.0L,"90,41,908"
Porsche,911 Carrera,"93,34,000"
Porsche,911 Carrera 4,"1,00,46,000"
Porsche,911 Carrera Cabriolet,"1,05,93,000"
Porsche,911 Carrera S,"1,07,88,000"
Porsche,911 Targa 4,"1,09,88,000"
Porsche,911 Carrera 4 Cabriolet,"1,12,91,000"
Porsche,911 Carrera 4S,"1,14,88,000"
Porsche,911 Carrera S Cabriolet,"1,20,17,000"
Porsche,911 Targa 4S,"1,24,22,000"
Porsche,911 Carrera 4S Cabriolet,"1,27,46,000"
Porsche,911 GT3,"1,34,12,000"
Porsche,911 Turbo,"1,56,12,000"
Porsche,911 GT3 RS,"1,56,28,000"
Porsche,911 Turbo Cabriolet,"1,68,97,000"
Mercedes-Benz,SL-Class SL 350,"98,50,000"
Mercedes-Benz,SL-Class SL 500,"1,15,32,427"
Aston Martin,DB9 6 L V12,"1,00,00,000"
Land Rover,Range Rover Sport Supercharged V8 (Petrol),"1,02,61,900"
Land Rover,Range Rover Sport TDV8 (Diesel),"1,07,35,900"
Mercedes-Benz,G Class G55 AMG,"1,10,00,000"
Mercedes-Benz,CLS-Class 350 BE,"1,15,00,000"
Mercedes-Benz,CLS-Class 63 AMG,"1,24,00,000"
Audi,R8 4.2 FSI quattro,"1,15,32,000"
Audi,R8 5.2 FSI,"1,35,00,000"
Audi,R8 Spyder,"1,47,00,000"
Mercedes-Benz,CL-Class 500,"1,19,74,861"
Mercedes-Benz,CL-Class 600,"1,65,75,643"
Maserati,Gran Turismo 4.2 L Coupe,"1,20,29,000"
Maserati,Gran Turismo FL 4.2,"1,23,22,000"
Maserati,Gran Turismo S 4.7 AT,"1,29,81,000"
Maserati,Gran Turismo S,"1,37,13,000"
Aston Martin,DBS 6 L V12,"1,30,00,000"
Maserati,Quattroporte S FL 4.7,"1,32,74,000"
Maserati,Quattroporte Sport GT S,"1,42,99,000"
Porsche,Panamera S,"1,42,96,000"
Porsche,Panamera 4S,"1,49,84,000"
Porsche,Panamera Turbo,"2,07,70,000"
Maserati,Gran Cabrio Convertible,"1,42,99,000"
Aston Martin,Rapide V12,"1,50,00,000"
Lamborghini,Gallardo Coupe,"1,55,00,000"
Lamborghini,Gallardo Spyder,"1,80,00,000"
Lamborghini,Gallardo Superleggera,"2,20,00,000"
Bentley,Azure,"1,70,00,000"
Bentley,Continental Flying Spur,"1,74,00,000"
Bentley,Continental GT,"1,87,00,000"
Bentley,Continental Flying Spur Speed,"1,92,00,000"
Bentley,Continental GTC,"2,10,00,000"
Bentley,Continental Supersports,"2,25,00,000"
Mercedes-Benz,SLS AMG Coupe,"2,08,08,000"
Ferrari,California GT,"2,20,00,000"
Bentley,Arnage R,"2,25,00,000"
Bentley,Arnage RL,"2,50,00,000"
Rolls-Royce,Ghost,"2,50,00,000"
Aston Martin,V8 Vantage 4.7 L,"2,55,00,000"
Ferrari,458 Italia GT,"2,57,00,000"
Lamborghini,Murcielago LP640,"2,60,00,000"
Bentley,Mulsanne 6.8,"2,69,00,000"
Ferrari,FF GT,"3,40,00,000"
Ferrari,599 GTB Fiorano GT,"3,57,00,000"
Bentley,Brookland,"3,80,00,000"
Rolls-Royce,Phantom,"4,00,00,000"
Rolls-Royce,Drophead Drophead Coupe,"4,20,00,000"
Maybach,57 S,"4,85,00,000"
Maybach,62 S,"5,10,00,000"
Bugatti,Veyron 16.4 Grand Sport,"12,00,00,000"
Koenigsegg,Agera 5.0 V8,"12,50,00,000"
Aston Martin,One 77 V12,"20,00,00,000"
